task_id,project_id,title,description,priority,status,estimate_points,creator_user_id,created_at,updated_at,due_date
1899,69,Task 1899 for project 69,Implement feature 49 and write tests.,MEDIUM,DONE,3,100,2024-08-08 18:56:09,2024-08-11 18:56:09,2024-09-30 18:56:09
1900,48,Task 1900 for project 48,Implement feature 0 and write tests.,CRITICAL,IN_PROGRESS,2,105,2025-03-10 12:31:17,2025-05-22 12:31:17,
1901,55,Task 1901 for project 55,Implement feature 1 and write tests.,MEDIUM,IN_PROGRESS,3,228,2025-09-12 04:51:19,2025-09-27 14:41:22,2025-10-12 04:51:19
1902,15,Task 1902 for project 15,Implement feature 2 and write tests.,HIGH,IN_PROGRESS,2,62,2025-07-14 19:00:00,2025-09-15 19:00:00,
1903,34,Task 1903 for project 34,Implement feature 3 and write tests.,LOW,DONE,5,45,2024-11-17 21:09:44,2025-02-10 21:09:44,
1904,15,Task 1904 for project 15,Implement feature 4 and write tests.,LOW,DONE,13,182,2024-10-04 00:36:23,2024-11-01 00:36:23,
1905,94,Task 1905 for project 94,Implement feature 5 and write tests.,HIGH,IN_PROGRESS,5,39,2025-04-14 16:34:06,2025-05-19 16:34:06,2025-05-06 16:34:06
1906,59,Task 1906 for project 59,Implement feature 6 and write tests.,LOW,IN_PROGRESS,2,263,2024-09-30 03:47:57,2024-11-09 03:47:57,
1907,5,Task 1907 for project 5,Implement feature 7 and write tests.,LOW,OPEN,1,222,2024-10-20 15:00:15,2024-12-25 15:00:15,
1908,41,Task 1908 for project 41,Implement feature 8 and write tests.,HIGH,IN_PROGRESS,1,98,2024-08-31 06:59:45,2024-11-19 06:59:45,
1909,2,Task 1909 for project 2,Implement feature 9 and write tests.,MEDIUM,OPEN,2,126,2024-11-17 22:13:05,2024-12-15 22:13:05,2025-01-12 22:13:05
1910,87,Task 1910 for project 87,Implement feature 10 and write tests.,LOW,OPEN,8,101,2025-02-25 15:58:47,2025-03-20 15:58:47,2025-03-29 15:58:47
1911,94,Task 1911 for project 94,Implement feature 11 and write tests.,MEDIUM,DONE,5,255,2025-03-11 02:43:45,2025-03-22 02:43:45,2025-04-21 02:43:45
1912,67,Task 1912 for project 67,Implement feature 12 and write tests.,MEDIUM,BLOCKED,5,110,2024-08-06 02:17:56,2024-10-16 02:17:56,2024-09-07 02:17:56
1913,79,Task 1913 for project 79,Implement feature 13 and write tests.,MEDIUM,REVIEW,1,107,2024-12-19 22:59:39,2025-01-21 22:59:39,2025-02-02 22:59:39
1914,79,Task 1914 for project 79,Implement feature 14 and write tests.,HIGH,IN_PROGRESS,3,195,2025-02-01 22:06:31,2025-04-09 22:06:31,2025-03-04 22:06:31
1915,85,Task 1915 for project 85,Implement feature 15 and write tests.,CRITICAL,DONE,2,93,2025-03-24 16:58:10,2025-04-30 16:58:10,
1916,86,Task 1916 for project 86,Implement feature 16 and write tests.,MEDIUM,REVIEW,13,249,2025-08-19 09:05:21,2025-09-27 14:41:22,
1917,77,Task 1917 for project 77,Implement feature 17 and write tests.,MEDIUM,CANCELLED,2,183,2025-08-12 04:24:57,2025-08-26 04:24:57,2025-08-27 04:24:57
1918,97,Task 1918 for project 97,Implement feature 18 and write tests.,LOW,DONE,5,148,2025-06-25 12:29:20,2025-08-05 12:29:20,
1919,32,Task 1919 for project 32,Implement feature 19 and write tests.,MEDIUM,DONE,5,218,2024-11-01 13:42:55,2025-01-24 13:42:55,2024-11-22 13:42:55
1920,15,Task 1920 for project 15,Implement feature 20 and write tests.,MEDIUM,IN_PROGRESS,2,178,2025-06-08 19:36:43,2025-08-08 19:36:43,
1921,63,Task 1921 for project 63,Implement feature 21 and write tests.,HIGH,DONE,8,211,2025-02-02 00:47:52,2025-04-07 00:47:52,2025-02-20 00:47:52
1922,28,Task 1922 for project 28,Implement feature 22 and write tests.,HIGH,OPEN,5,210,2024-09-19 20:08:39,2024-10-22 20:08:39,2024-10-10 20:08:39
1923,87,Task 1923 for project 87,Implement feature 23 and write tests.,LOW,IN_PROGRESS,2,163,2025-06-19 00:33:18,2025-08-12 00:33:18,2025-07-18 00:33:18
1924,52,Task 1924 for project 52,Implement feature 24 and write tests.,MEDIUM,DONE,5,134,2024-09-15 01:07:45,2024-10-13 01:07:45,2024-11-01 01:07:45
1925,44,Task 1925 for project 44,Implement feature 25 and write tests.,HIGH,IN_PROGRESS,1,24,2025-03-31 05:44:41,2025-06-12 05:44:41,2025-04-15 05:44:41
1926,22,Task 1926 for project 22,Implement feature 26 and write tests.,MEDIUM,IN_PROGRESS,1,275,2025-01-10 18:33:04,2025-01-24 18:33:04,
1927,79,Task 1927 for project 79,Implement feature 27 and write tests.,LOW,DONE,5,169,2024-11-11 23:26:16,2024-11-13 23:26:16,2024-11-13 23:26:16
1928,49,Task 1928 for project 49,Implement feature 28 and write tests.,MEDIUM,IN_PROGRESS,1,47,2025-04-19 11:37:46,2025-06-28 11:37:46,
1929,9,Task 1929 for project 9,Implement feature 29 and write tests.,HIGH,OPEN,2,26,2025-09-10 11:00:27,2025-09-27 14:41:22,2025-10-15 11:00:27
1930,21,Task 1930 for project 21,Implement feature 30 and write tests.,CRITICAL,DONE,2,275,2025-06-06 19:50:01,2025-07-05 19:50:01,
1931,38,Task 1931 for project 38,Implement feature 31 and write tests.,MEDIUM,IN_PROGRESS,13,83,2025-05-21 00:19:00,2025-07-30 00:19:00,2025-06-04 00:19:00
1932,94,Task 1932 for project 94,Implement feature 32 and write tests.,MEDIUM,DONE,5,128,2024-08-14 04:58:26,2024-10-20 04:58:26,2024-08-16 04:58:26
1933,14,Task 1933 for project 14,Implement feature 33 and write tests.,CRITICAL,OPEN,13,257,2025-06-08 16:46:49,2025-06-13 16:46:49,
1934,21,Task 1934 for project 21,Implement feature 34 and write tests.,MEDIUM,OPEN,1,145,2025-03-25 18:25:52,2025-06-21 18:25:52,2025-05-05 18:25:52
1935,32,Task 1935 for project 32,Implement feature 35 and write tests.,HIGH,IN_PROGRESS,3,18,2025-03-03 05:40:45,2025-04-20 05:40:45,
1936,84,Task 1936 for project 84,Implement feature 36 and write tests.,MEDIUM,OPEN,13,206,2024-11-13 12:18:27,2024-12-17 12:18:27,
1937,11,Task 1937 for project 11,Implement feature 37 and write tests.,MEDIUM,REVIEW,2,40,2024-09-30 00:06:12,2024-11-22 00:06:12,2024-11-15 00:06:12
1938,3,Task 1938 for project 3,Implement feature 38 and write tests.,HIGH,CANCELLED,2,8,2024-11-29 13:19:59,2025-01-18 13:19:59,2025-01-06 13:19:59
1939,25,Task 1939 for project 25,Implement feature 39 and write tests.,LOW,OPEN,1,160,2025-04-12 01:23:35,2025-04-14 01:23:35,2025-05-30 01:23:35
1940,39,Task 1940 for project 39,Implement feature 40 and write tests.,HIGH,REVIEW,3,141,2025-07-26 01:18:38,2025-09-27 14:41:22,2025-08-12 01:18:38
1941,74,Task 1941 for project 74,Implement feature 41 and write tests.,MEDIUM,DONE,5,242,2025-05-23 02:39:46,2025-06-20 02:39:46,2025-05-29 02:39:46
1942,53,Task 1942 for project 53,Implement feature 42 and write tests.,LOW,DONE,3,288,2025-03-07 23:23:06,2025-06-04 23:23:06,2025-05-05 23:23:06
1943,69,Task 1943 for project 69,Implement feature 43 and write tests.,LOW,REVIEW,3,260,2025-02-09 14:37:32,2025-03-31 14:37:32,2025-03-13 14:37:32
1944,48,Task 1944 for project 48,Implement feature 44 and write tests.,CRITICAL,BLOCKED,3,280,2024-10-26 17:37:40,2024-10-29 17:37:40,2024-12-02 17:37:40
1945,51,Task 1945 for project 51,Implement feature 45 and write tests.,MEDIUM,DONE,5,119,2025-07-16 20:57:47,2025-07-29 20:57:47,2025-08-22 20:57:47
1946,83,Task 1946 for project 83,Implement feature 46 and write tests.,HIGH,REVIEW,3,160,2025-04-18 19:44:09,2025-04-28 19:44:09,2025-05-29 19:44:09
1947,13,Task 1947 for project 13,Implement feature 47 and write tests.,MEDIUM,REVIEW,3,288,2024-12-13 01:50:40,2025-02-26 01:50:40,2025-01-14 01:50:40
1948,32,Task 1948 for project 32,Implement feature 48 and write tests.,LOW,OPEN,1,43,2024-11-21 09:16:55,2025-01-20 09:16:55,2025-01-14 09:16:55
1949,67,Task 1949 for project 67,Implement feature 49 and write tests.,LOW,DONE,2,291,2025-01-31 03:29:39,2025-03-04 03:29:39,2025-03-04 03:29:39
1950,53,Task 1950 for project 53,Implement feature 0 and write tests.,MEDIUM,DONE,3,160,2025-04-23 01:00:51,2025-04-27 01:00:51,
1951,42,Task 1951 for project 42,Implement feature 1 and write tests.,CRITICAL,OPEN,8,290,2025-06-15 09:02:15,2025-07-19 09:02:15,
1952,89,Task 1952 for project 89,Implement feature 2 and write tests.,MEDIUM,DONE,5,108,2025-08-18 05:13:08,2025-09-27 14:41:22,2025-09-08 05:13:08
1953,31,Task 1953 for project 31,Implement feature 3 and write tests.,LOW,OPEN,1,165,2025-07-27 23:17:14,2025-09-27 14:41:22,
1954,72,Task 1954 for project 72,Implement feature 4 and write tests.,MEDIUM,REVIEW,3,42,2024-10-24 04:50:57,2024-12-11 04:50:57,2024-10-29 04:50:57
1955,17,Task 1955 for project 17,Implement feature 5 and write tests.,MEDIUM,OPEN,5,7,2024-12-07 12:19:26,2024-12-28 12:19:26,2024-12-15 12:19:26
1956,26,Task 1956 for project 26,Implement feature 6 and write tests.,HIGH,IN_PROGRESS,2,225,2024-10-30 21:33:03,2025-01-01 21:33:03,2024-11-27 21:33:03
1957,22,Task 1957 for project 22,Implement feature 7 and write tests.,MEDIUM,DONE,2,269,2025-08-17 00:37:56,2025-09-27 14:41:22,2025-10-12 00:37:56
1958,54,Task 1958 for project 54,Implement feature 8 and write tests.,MEDIUM,IN_PROGRESS,8,205,2024-08-10 19:16:51,2024-09-16 19:16:51,2024-09-07 19:16:51
1959,93,Task 1959 for project 93,Implement feature 9 and write tests.,MEDIUM,IN_PROGRESS,8,139,2025-09-13 10:25:28,2025-09-27 14:41:22,2025-11-09 10:25:28
1960,73,Task 1960 for project 73,Implement feature 10 and write tests.,MEDIUM,REVIEW,3,85,2024-11-21 12:46:07,2024-12-17 12:46:07,2025-01-04 12:46:07
1961,79,Task 1961 for project 79,Implement feature 11 and write tests.,MEDIUM,OPEN,3,191,2025-09-11 00:37:49,2025-09-27 14:41:22,2025-10-12 00:37:49
1962,27,Task 1962 for project 27,Implement feature 12 and write tests.,MEDIUM,CANCELLED,3,170,2024-11-16 17:35:45,2025-01-15 17:35:45,2025-01-01 17:35:45
1963,2,Task 1963 for project 2,Implement feature 13 and write tests.,HIGH,REVIEW,8,163,2025-06-22 23:08:19,2025-06-30 23:08:19,2025-07-23 23:08:19
1964,1,Task 1964 for project 1,Implement feature 14 and write tests.,HIGH,IN_PROGRESS,3,160,2024-12-27 09:11:39,2025-03-05 09:11:39,2025-01-03 09:11:39
1965,59,Task 1965 for project 59,Implement feature 15 and write tests.,LOW,IN_PROGRESS,3,170,2024-10-16 04:17:49,2024-12-31 04:17:49,2024-11-15 04:17:49
1966,21,Task 1966 for project 21,Implement feature 16 and write tests.,HIGH,IN_PROGRESS,2,35,2025-05-02 19:36:10,2025-05-30 19:36:10,2025-06-28 19:36:10
1967,45,Task 1967 for project 45,Implement feature 17 and write tests.,MEDIUM,CANCELLED,5,8,2024-12-31 05:46:18,2025-02-23 05:46:18,2025-02-22 05:46:18
1968,75,Task 1968 for project 75,Implement feature 18 and write tests.,LOW,BLOCKED,3,157,2025-05-15 21:11:16,2025-06-16 21:11:16,2025-06-10 21:11:16
1969,72,Task 1969 for project 72,Implement feature 19 and write tests.,MEDIUM,OPEN,3,278,2025-01-07 23:12:20,2025-01-20 23:12:20,2025-01-17 23:12:20
1970,94,Task 1970 for project 94,Implement feature 20 and write tests.,LOW,DONE,2,111,2025-03-09 01:59:53,2025-03-22 01:59:53,2025-04-15 01:59:53
1971,17,Task 1971 for project 17,Implement feature 21 and write tests.,HIGH,IN_PROGRESS,5,268,2025-05-28 01:19:47,2025-08-11 01:19:47,2025-07-17 01:19:47
1972,78,Task 1972 for project 78,Implement feature 22 and write tests.,MEDIUM,IN_PROGRESS,1,142,2025-08-06 07:37:57,2025-09-04 07:37:57,2025-08-07 07:37:57
1973,28,Task 1973 for project 28,Implement feature 23 and write tests.,MEDIUM,CANCELLED,2,47,2024-11-25 09:29:30,2024-11-25 09:29:30,2024-12-26 09:29:30
1974,42,Task 1974 for project 42,Implement feature 24 and write tests.,LOW,REVIEW,13,40,2024-09-13 03:33:59,2024-11-08 03:33:59,2024-11-04 03:33:59
1975,55,Task 1975 for project 55,Implement feature 25 and write tests.,MEDIUM,OPEN,2,242,2025-04-14 16:04:37,2025-04-29 16:04:37,2025-06-02 16:04:37
1976,31,Task 1976 for project 31,Implement feature 26 and write tests.,HIGH,DONE,5,287,2025-06-05 01:20:18,2025-09-03 01:20:18,2025-06-30 01:20:18
1977,61,Task 1977 for project 61,Implement feature 27 and write tests.,HIGH,REVIEW,1,182,2025-04-02 18:21:04,2025-05-12 18:21:04,
1978,68,Task 1978 for project 68,Implement feature 28 and write tests.,LOW,IN_PROGRESS,13,41,2025-01-16 18:03:45,2025-04-07 18:03:45,
1979,36,Task 1979 for project 36,Implement feature 29 and write tests.,HIGH,IN_PROGRESS,5,74,2025-07-09 05:29:39,2025-09-27 14:41:22,2025-08-10 05:29:39
1980,33,Task 1980 for project 33,Implement feature 30 and write tests.,LOW,OPEN,2,62,2025-07-07 19:22:58,2025-07-10 19:22:58,2025-07-19 19:22:58
1981,47,Task 1981 for project 47,Implement feature 31 and write tests.,LOW,IN_PROGRESS,1,239,2025-04-29 08:26:22,2025-05-26 08:26:22,
1982,79,Task 1982 for project 79,Implement feature 32 and write tests.,CRITICAL,DONE,2,287,2024-12-29 22:53:22,2024-12-30 22:53:22,2025-01-10 22:53:22
1983,26,Task 1983 for project 26,Implement feature 33 and write tests.,LOW,IN_PROGRESS,5,227,2025-05-11 00:03:23,2025-07-25 00:03:23,2025-05-12 00:03:23
1984,40,Task 1984 for project 40,Implement feature 34 and write tests.,LOW,DONE,2,169,2024-10-15 16:59:55,2024-11-16 16:59:55,
1985,65,Task 1985 for project 65,Implement feature 35 and write tests.,MEDIUM,DONE,1,7,2025-03-03 16:17:49,2025-05-24 16:17:49,2025-03-21 16:17:49
1986,62,Task 1986 for project 62,Implement feature 36 and write tests.,MEDIUM,REVIEW,3,204,2024-09-06 17:22:07,2024-12-05 17:22:07,
1987,33,Task 1987 for project 33,Implement feature 37 and write tests.,HIGH,DONE,3,141,2024-09-17 01:28:40,2024-09-20 01:28:40,
1988,92,Task 1988 for project 92,Implement feature 38 and write tests.,MEDIUM,DONE,5,242,2025-07-22 14:49:26,2025-09-27 14:41:22,2025-08-22 14:49:26
1989,97,Task 1989 for project 97,Implement feature 39 and write tests.,HIGH,IN_PROGRESS,8,280,2024-10-23 07:17:19,2025-01-09 07:17:19,2024-10-25 07:17:19
1990,92,Task 1990 for project 92,Implement feature 40 and write tests.,HIGH,OPEN,8,79,2024-12-19 00:29:14,2025-01-04 00:29:14,
1991,11,Task 1991 for project 11,Implement feature 41 and write tests.,LOW,DONE,8,215,2024-11-04 08:57:56,2025-02-02 08:57:56,2024-12-15 08:57:56
1992,8,Task 1992 for project 8,Implement feature 42 and write tests.,MEDIUM,DONE,13,161,2024-10-18 07:45:49,2024-11-22 07:45:49,
1993,25,Task 1993 for project 25,Implement feature 43 and write tests.,LOW,OPEN,3,9,2025-04-19 00:00:51,2025-05-29 00:00:51,
1994,91,Task 1994 for project 91,Implement feature 44 and write tests.,MEDIUM,REVIEW,1,87,2025-05-15 02:12:24,2025-07-05 02:12:24,2025-06-27 02:12:24
1995,54,Task 1995 for project 54,Implement feature 45 and write tests.,LOW,CANCELLED,1,32,2024-09-23 01:32:11,2024-11-26 01:32:11,2024-11-11 01:32:11
1996,19,Task 1996 for project 19,Implement feature 46 and write tests.,MEDIUM,OPEN,8,137,2024-10-07 19:58:46,2024-11-11 19:58:46,2024-10-10 19:58:46
1997,78,Task 1997 for project 78,Implement feature 47 and write tests.,HIGH,REVIEW,1,102,2025-08-31 05:15:19,2025-08-31 05:15:19,2025-10-11 05:15:19
1998,40,Task 1998 for project 40,Implement feature 48 and write tests.,MEDIUM,BLOCKED,3,141,2025-05-02 23:55:39,2025-07-13 23:55:39,2025-06-01 23:55:39
1999,90,Task 1999 for project 90,Implement feature 49 and write tests.,MEDIUM,OPEN,3,45,2025-07-29 05:44:06,2025-08-09 05:44:06,2025-09-26 05:44:06
2000,24,Task 2000 for project 24,Implement feature 0 and write tests.,MEDIUM,DONE,1,45,2024-12-25 19:37:19,2024-12-27 19:37:19,2025-02-04 19:37:19
2001,99,Task 2001 for project 99,Implement feature 1 and write tests.,LOW,REVIEW,8,87,2024-08-11 17:16:51,2024-10-08 17:16:51,2024-09-04 17:16:51
2002,11,Task 2002 for project 11,Implement feature 2 and write tests.,LOW,REVIEW,13,127,2025-03-30 16:10:03,2025-06-20 16:10:03,
2003,25,Task 2003 for project 25,Implement feature 3 and write tests.,LOW,BLOCKED,5,68,2025-04-01 18:35:16,2025-05-07 18:35:16,2025-05-17 18:35:16
2004,23,Task 2004 for project 23,Implement feature 4 and write tests.,HIGH,IN_PROGRESS,8,143,2024-11-20 16:25:16,2024-12-18 16:25:16,2024-12-17 16:25:16
2005,25,Task 2005 for project 25,Implement feature 5 and write tests.,MEDIUM,CANCELLED,3,140,2025-01-05 08:30:21,2025-02-07 08:30:21,2025-01-24 08:30:21
2006,90,Task 2006 for project 90,Implement feature 6 and write tests.,LOW,DONE,3,226,2025-02-25 02:10:06,2025-05-10 02:10:06,2025-03-20 02:10:06
2007,47,Task 2007 for project 47,Implement feature 7 and write tests.,LOW,BLOCKED,3,179,2025-09-13 20:54:45,2025-09-27 14:41:22,2025-10-24 20:54:45
2008,22,Task 2008 for project 22,Implement feature 8 and write tests.,HIGH,DONE,1,19,2025-05-30 04:17:55,2025-06-25 04:17:55,2025-07-06 04:17:55
2009,90,Task 2009 for project 90,Implement feature 9 and write tests.,MEDIUM,OPEN,8,223,2025-04-30 01:46:31,2025-06-05 01:46:31,2025-06-13 01:46:31
2010,27,Task 2010 for project 27,Implement feature 10 and write tests.,HIGH,OPEN,1,176,2025-08-29 21:33:15,2025-09-27 14:41:22,2025-10-16 21:33:15
2011,12,Task 2011 for project 12,Implement feature 11 and write tests.,MEDIUM,REVIEW,5,263,2025-01-14 06:49:55,2025-02-16 06:49:55,2025-02-13 06:49:55
2012,5,Task 2012 for project 5,Implement feature 12 and write tests.,MEDIUM,IN_PROGRESS,2,60,2025-09-09 04:49:25,2025-09-27 14:41:22,2025-09-21 04:49:25
2013,18,Task 2013 for project 18,Implement feature 13 and write tests.,HIGH,DONE,1,240,2025-04-11 11:40:38,2025-07-04 11:40:38,2025-05-06 11:40:38
2014,76,Task 2014 for project 76,Implement feature 14 and write tests.,MEDIUM,DONE,1,18,2025-04-11 00:08:23,2025-06-30 00:08:23,
2015,46,Task 2015 for project 46,Implement feature 15 and write tests.,LOW,IN_PROGRESS,5,5,2024-12-04 22:00:47,2025-01-16 22:00:47,2024-12-26 22:00:47
2016,83,Task 2016 for project 83,Implement feature 16 and write tests.,LOW,DONE,3,52,2024-12-26 22:42:03,2025-02-03 22:42:03,
2017,21,Task 2017 for project 21,Implement feature 17 and write tests.,HIGH,DONE,3,240,2024-12-26 04:58:36,2025-02-20 04:58:36,
2018,79,Task 2018 for project 79,Implement feature 18 and write tests.,MEDIUM,CANCELLED,3,234,2025-07-07 11:05:22,2025-09-05 11:05:22,
2019,32,Task 2019 for project 32,Implement feature 19 and write tests.,MEDIUM,DONE,3,130,2025-05-20 11:55:01,2025-08-14 11:55:01,2025-06-20 11:55:01
2020,52,Task 2020 for project 52,Implement feature 20 and write tests.,HIGH,IN_PROGRESS,8,154,2024-09-03 18:44:51,2024-10-02 18:44:51,
2021,98,Task 2021 for project 98,Implement feature 21 and write tests.,MEDIUM,IN_PROGRESS,3,260,2024-10-26 09:15:29,2024-11-29 09:15:29,2024-12-15 09:15:29
2022,74,Task 2022 for project 74,Implement feature 22 and write tests.,LOW,REVIEW,5,206,2024-08-25 18:59:47,2024-10-02 18:59:47,2024-09-05 18:59:47
2023,77,Task 2023 for project 77,Implement feature 23 and write tests.,MEDIUM,IN_PROGRESS,1,269,2025-01-04 18:17:30,2025-03-17 18:17:30,
2024,97,Task 2024 for project 97,Implement feature 24 and write tests.,HIGH,IN_PROGRESS,2,72,2024-11-12 12:01:47,2024-11-18 12:01:47,2025-01-02 12:01:47
2025,12,Task 2025 for project 12,Implement feature 25 and write tests.,MEDIUM,OPEN,2,159,2024-11-21 11:42:45,2025-01-18 11:42:45,
2026,51,Task 2026 for project 51,Implement feature 26 and write tests.,MEDIUM,OPEN,3,85,2025-07-27 08:40:01,2025-08-21 08:40:01,2025-08-06 08:40:01
2027,23,Task 2027 for project 23,Implement feature 27 and write tests.,MEDIUM,BLOCKED,3,155,2025-03-30 11:24:13,2025-04-25 11:24:13,2025-04-15 11:24:13
2028,56,Task 2028 for project 56,Implement feature 28 and write tests.,MEDIUM,CANCELLED,2,47,2025-02-09 16:50:03,2025-03-28 16:50:03,2025-03-17 16:50:03
2029,1,Task 2029 for project 1,Implement feature 29 and write tests.,MEDIUM,IN_PROGRESS,5,245,2024-12-05 08:48:44,2025-02-13 08:48:44,2025-01-05 08:48:44
2030,88,Task 2030 for project 88,Implement feature 30 and write tests.,HIGH,OPEN,1,202,2025-01-15 15:49:30,2025-04-10 15:49:30,
2031,49,Task 2031 for project 49,Implement feature 31 and write tests.,HIGH,IN_PROGRESS,2,238,2025-02-08 03:43:42,2025-02-20 03:43:42,
2032,50,Task 2032 for project 50,Implement feature 32 and write tests.,LOW,REVIEW,5,66,2025-04-07 21:17:18,2025-04-24 21:17:18,
2033,52,Task 2033 for project 52,Implement feature 33 and write tests.,HIGH,OPEN,2,168,2025-03-11 13:49:09,2025-05-04 13:49:09,
2034,77,Task 2034 for project 77,Implement feature 34 and write tests.,MEDIUM,DONE,5,202,2025-09-22 11:19:04,2025-09-27 14:41:22,2025-10-24 11:19:04
2035,95,Task 2035 for project 95,Implement feature 35 and write tests.,HIGH,IN_PROGRESS,1,14,2025-01-22 19:21:57,2025-02-13 19:21:57,
2036,99,Task 2036 for project 99,Implement feature 36 and write tests.,MEDIUM,OPEN,1,121,2025-05-17 07:49:09,2025-05-17 07:49:09,2025-06-19 07:49:09
2037,79,Task 2037 for project 79,Implement feature 37 and write tests.,HIGH,OPEN,13,204,2024-10-02 15:05:59,2024-12-04 15:05:59,2024-10-11 15:05:59
2038,25,Task 2038 for project 25,Implement feature 38 and write tests.,HIGH,IN_PROGRESS,3,23,2025-01-14 16:20:44,2025-02-26 16:20:44,2025-01-20 16:20:44
2039,50,Task 2039 for project 50,Implement feature 39 and write tests.,HIGH,IN_PROGRESS,5,93,2025-06-30 06:31:25,2025-08-18 06:31:25,2025-07-20 06:31:25
2040,87,Task 2040 for project 87,Implement feature 40 and write tests.,MEDIUM,CANCELLED,5,247,2024-08-30 15:54:19,2024-09-21 15:54:19,2024-09-26 15:54:19
2041,21,Task 2041 for project 21,Implement feature 41 and write tests.,LOW,OPEN,1,204,2025-09-09 10:45:56,2025-09-27 14:41:22,
2042,11,Task 2042 for project 11,Implement feature 42 and write tests.,HIGH,CANCELLED,5,178,2024-10-21 09:01:02,2024-10-22 09:01:02,2024-11-16 09:01:02
2043,21,Task 2043 for project 21,Implement feature 43 and write tests.,MEDIUM,BLOCKED,2,164,2024-11-11 14:34:04,2025-02-06 14:34:04,2024-12-06 14:34:04
2044,59,Task 2044 for project 59,Implement feature 44 and write tests.,MEDIUM,IN_PROGRESS,5,6,2025-08-16 04:59:03,2025-09-27 14:41:22,2025-09-28 04:59:03
2045,55,Task 2045 for project 55,Implement feature 45 and write tests.,LOW,BLOCKED,1,28,2025-03-26 22:10:15,2025-06-15 22:10:15,2025-05-13 22:10:15
2046,15,Task 2046 for project 15,Implement feature 46 and write tests.,MEDIUM,OPEN,8,231,2025-08-28 13:47:44,2025-09-27 14:41:22,2025-09-28 13:47:44
2047,69,Task 2047 for project 69,Implement feature 47 and write tests.,HIGH,REVIEW,3,187,2024-10-29 08:24:32,2024-12-22 08:24:32,
2048,69,Task 2048 for project 69,Implement feature 48 and write tests.,LOW,IN_PROGRESS,8,197,2024-10-04 18:10:02,2025-01-02 18:10:02,2024-10-26 18:10:02
2049,76,Task 2049 for project 76,Implement feature 49 and write tests.,LOW,DONE,3,133,2025-01-04 02:27:49,2025-03-03 02:27:49,2025-02-13 02:27:49
2050,56,Task 2050 for project 56,Implement feature 0 and write tests.,MEDIUM,IN_PROGRESS,8,25,2025-07-30 14:30:10,2025-09-27 14:41:22,2025-08-07 14:30:10
2051,59,Task 2051 for project 59,Implement feature 1 and write tests.,MEDIUM,REVIEW,1,188,2024-09-11 12:07:38,2024-12-07 12:07:38,
2052,48,Task 2052 for project 48,Implement feature 2 and write tests.,LOW,OPEN,1,130,2025-06-30 06:21:35,2025-07-03 06:21:35,2025-07-19 06:21:35
2053,70,Task 2053 for project 70,Implement feature 3 and write tests.,HIGH,DONE,1,137,2024-12-20 10:25:27,2024-12-22 10:25:27,2025-01-16 10:25:27
2054,58,Task 2054 for project 58,Implement feature 4 and write tests.,LOW,DONE,2,167,2025-03-22 19:54:33,2025-04-05 19:54:33,2025-04-30 19:54:33
2055,46,Task 2055 for project 46,Implement feature 5 and write tests.,MEDIUM,IN_PROGRESS,2,19,2025-09-20 06:15:09,2025-09-27 14:41:22,
2056,23,Task 2056 for project 23,Implement feature 6 and write tests.,MEDIUM,IN_PROGRESS,13,44,2025-09-23 03:32:11,2025-09-27 14:41:22,2025-11-09 03:32:11
2057,82,Task 2057 for project 82,Implement feature 7 and write tests.,LOW,OPEN,1,253,2025-07-04 10:59:09,2025-08-17 10:59:09,
2058,59,Task 2058 for project 59,Implement feature 8 and write tests.,LOW,REVIEW,8,125,2025-09-14 06:31:54,2025-09-23 06:31:54,2025-09-17 06:31:54
2059,42,Task 2059 for project 42,Implement feature 9 and write tests.,MEDIUM,BLOCKED,3,191,2024-09-02 08:25:04,2024-11-22 08:25:04,2024-10-19 08:25:04
2060,13,Task 2060 for project 13,Implement feature 10 and write tests.,LOW,OPEN,2,196,2025-09-05 18:50:51,2025-09-15 18:50:51,
2061,44,Task 2061 for project 44,Implement feature 11 and write tests.,LOW,REVIEW,1,155,2025-06-27 19:13:04,2025-07-29 19:13:04,2025-07-09 19:13:04
2062,93,Task 2062 for project 93,Implement feature 12 and write tests.,LOW,CANCELLED,8,41,2025-07-06 06:30:31,2025-07-30 06:30:31,
2063,74,Task 2063 for project 74,Implement feature 13 and write tests.,MEDIUM,DONE,1,134,2025-03-27 02:46:24,2025-04-27 02:46:24,2025-05-01 02:46:24
2064,89,Task 2064 for project 89,Implement feature 14 and write tests.,MEDIUM,OPEN,5,26,2025-05-21 06:57:40,2025-07-15 06:57:40,2025-06-04 06:57:40
2065,36,Task 2065 for project 36,Implement feature 15 and write tests.,HIGH,DONE,5,96,2025-03-06 15:37:06,2025-05-22 15:37:06,2025-03-09 15:37:06
2066,52,Task 2066 for project 52,Implement feature 16 and write tests.,LOW,OPEN,8,93,2025-03-12 21:50:36,2025-04-07 21:50:36,2025-04-08 21:50:36
2067,3,Task 2067 for project 3,Implement feature 17 and write tests.,LOW,OPEN,5,213,2024-11-12 09:43:14,2025-01-27 09:43:14,2024-12-12 09:43:14
2068,82,Task 2068 for project 82,Implement feature 18 and write tests.,HIGH,IN_PROGRESS,5,163,2024-10-18 01:39:13,2025-01-16 01:39:13,2024-10-20 01:39:13
